Q Predictions Max,Test Returns Mean,Exploration Rewards Max,Epoch Time (s),Policy mu Min,Log Pis Min,Number of rollouts total,Q Predictions Mean,V Predictions Std,Test Rewards Std,Exploration Returns Min,Epoch,Q Predictions Min,Log Pis Std,Test Actions Std,Train Time (s),Test Returns Min,Exploration Returns Mean,VF Loss,Policy log std Std,V Predictions Max,Exploration Returns Max,Test Returns Std,Test Actions Mean,AverageReturn,Number of train steps total,Test Returns Max,V Predictions Mean,Policy log std Max,Q Predictions Std,Exploration Returns Std,Policy mu Mean,Exploration Rewards Std,Test Actions Max,Num Paths,Policy Loss,Policy mu Std,Exploration Rewards Mean,Policy mu Max,Policy log std Min,Number of env steps total,Exploration Actions Mean,Log Pis Max,Exploration Actions Min,(Previous) Eval Time (s),Total Train Time (s),Exploration Actions Max,Test Rewards Mean,Policy log std Mean,Test Rewards Max,Sample Time (s),Test Actions Min,Exploration Actions Std,Test Rewards Min,V Predictions Min,QF Loss,Exploration Rewards Min,Log Pis Mean
103.873,9.61904761905,20.0,11.074330903589725,0.0226078,-1.0458,14501,101.429,0.525379,0.0,60.0,75,99.4896,0.119847,0.00174611,9.36988661903888,9.0,113.75,0.416446,0.00112313,103.982,420.0,0.485620906056,0.0444733,9.61904761905,75873,10.0,101.511,-0.128344,0.595609,60.7119222229,0.0450034,0.0,0.0473715,176,0.427038,0.0145962,20.0,0.0720014,-0.131765,76000,0.025914,-0.398404,-0.997642,1.1802015006542206,815.6379715036601,0.994041,1.0,-0.129658,1.0,0.524242783896625,0.0398736,0.578268,1.0,99.7792,1896.5,20.0,-0.680399
105.024,6.07878787879,20.0,11.172795329242945,0.0250423,-0.799155,14709,102.81,0.704774,0.0,60.0,76,101.095,0.0998795,0.00660456,9.457214164547622,6.0,96.25,0.886799,0.000750723,106.911,280.0,0.269407403284,-0.112124,6.07878787879,76873,7.0,104.385,-0.129983,0.630909,45.0573886197,0.0448387,0.0,-0.100164,208,-0.607069,0.00853209,20.0,0.0664439,-0.132921,77000,-0.0928099,-0.415929,-0.996143,1.183898862451315,826.8009808277711,0.986998,1.0,-0.130785,1.0,0.5316823022440076,-0.123258,0.599813,1.0,103.095,1557.39,20.0,-0.68361
106.662,4.0,20.0,11.028827582485974,-0.184164,-1.15915,14907,105.027,0.42173,0.0,60.0,77,103.718,0.164802,0.0100039,9.320216636173427,4.0,101.111111111,0.0116098,0.00148893,107.144,380.0,0.0,0.347116,4.0,77873,4.0,105.706,-0.138617,0.434111,53.4163915539,-0.113283,0.0,0.358449,198,0.00213748,0.0153995,20.0,-0.0917096,-0.142878,78000,0.0337061,-0.3254,-0.988374,1.1748568890616298,837.8715928038582,0.993197,1.0,-0.140938,1.0,0.533754057250917,0.332664,0.604994,1.0,104.373,1406.46,20.0,-0.682168
105.594,6.60526315789,20.0,10.973593546077609,0.340262,-1.59626,15099,103.36,0.882866,0.0,60.0,78,100.748,0.394514,0.0219841,9.23399643972516,6.0,104.166666667,0.0439606,0.0064123,106.305,460.0,0.48879409529,-0.0896422,6.60526315789,78873,7.0,104.144,-0.161996,0.84906,59.0491791269,0.364729,0.0,-0.0526972,192,0.0190959,0.0168832,20.0,0.4202,-0.189514,79000,0.0562888,0.0793815,-0.996209,1.2173056043684483,848.8134618308395,0.995377,1.0,-0.174062,1.0,0.5222915019840002,-0.119955,0.600297,1.0,101.592,1395.99,20.0,-0.669802
108.647,4.0,20.0,11.278716483153403,-0.12133,-2.20832,15284,104.174,1.13028,0.0,40.0,79,101.51,0.217771,0.0185122,9.56379711534828,4.0,108.108108108,0.195289,0.000310875,109.405,400.0,0.0,-0.349388,4.0,79873,4.0,105.172,-0.128407,1.16629,62.4645991781,-0.0749941,0.0,-0.330183,185,-0.154415,0.0385175,20.0,0.00960494,-0.129991,80000,-0.0537401,-0.312411,-0.998401,1.1862522028386593,860.1004002345726,0.988608,1.0,-0.129469,1.0,0.528667164966464,-0.38122,0.586369,1.0,102.652,2247.43,20.0,-0.69383
105.669,5.0,20.0,11.363582552410662,-0.504646,-1.50476,15487,103.384,0.927489,0.0,60.0,80,101.4,0.412295,0.00274294,9.628681314177811,5.0,98.4236453202,0.164904,0.00268111,106.363,340.0,0.0,0.190869,5.0,80873,5.0,104.163,-0.1702,0.942126,53.4658662117,-0.369115,0.0,0.194975,203,0.0489305,0.0384096,20.0,-0.328283,-0.181193,81000,-0.0689234,0.277604,-0.997675,1.195111058652401,871.5920359408483,0.989687,1.0,-0.172242,1.0,0.5397901795804501,0.187027,0.607932,1.0,102.22,1858.05,20.0,-0.589943
104.117,9.14545454545,20.0,11.681026933714747,0.175937,-2.22679,15683,102.057,1.19892,0.0,60.0,81,99.8905,0.244466,0.0102044,9.808699127286673,9.0,102.040816327,0.295437,0.000107573,105.049,440.0,0.352558535085,0.0546632,9.14545454545,81873,10.0,102.335,-0.13783,1.00146,58.4486375546,0.190768,0.0,0.0802465,196,0.342683,0.00653909,20.0,0.211602,-0.138381,82000,0.0757281,-0.177785,-0.991017,1.3243281794711947,883.1451918752864,0.993329,1.0,-0.138098,1.0,0.5479996269568801,0.0460605,0.590657,1.0,99.97,1599.5,20.0,-0.68068
104.882,4.0,20.0,11.523842396214604,0.0463548,-2.52072,15873,101.515,0.442109,0.0,40.0,82,100.256,0.20973,0.00547198,9.773412486538291,4.0,104.947368421,0.554057,0.000296491,104.775,420.0,0.0,-0.308051,4.0,82873,4.0,101.554,-0.131322,0.48544,53.6925690087,0.0597873,0.0,-0.299963,190,0.499432,0.013345,20.0,0.0813102,-0.132131,83000,-0.0445555,-0.393488,-0.993772,1.196588703431189,894.6942001832649,0.991506,1.0,-0.131737,1.0,0.5538412062451243,-0.315664,0.589358,1.0,100.479,1690.77,20.0,-0.688251
109.229,5.0,20.0,11.626767505891621,-0.387012,-2.4248,16067,104.64,1.88345,0.0,60.0,83,99.6209,0.410837,0.011274,9.842242455109954,5.0,102.783505155,0.145852,0.00281617,110.211,280.0,0.0,-0.167424,5.0,83873,5.0,105.677,-0.157074,1.85752,48.9317274856,-0.324325,0.0,-0.154657,194,-0.0887266,0.0149579,20.0,-0.309692,-0.170541,84000,-0.140115,0.0453488,-0.995759,1.2223247587680817,906.3208920247853,0.983327,1.0,-0.16313,1.0,0.5622002920135856,-0.186929,0.58468,1.0,100.463,1557.98,20.0,-0.627847
106.067,8.032,20.0,11.49093755800277,-0.230077,-3.59499,16268,103.918,0.641358,0.0,60.0,84,100.161,0.354644,0.00980853,9.71506409253925,8.0,99.4029850746,0.54405,0.00181188,105.994,400.0,0.176,0.0610248,8.032,84873,9.0,103.99,-0.127859,0.680202,53.267762469,-0.179258,0.0,0.0703432,201,0.531796,0.0133302,20.0,-0.154007,-0.134103,85000,0.145139,-0.184348,-0.995048,1.2233469681814313,917.7764857653528,0.99487,1.0,-0.131965,1.0,0.5525264972820878,0.0387808,0.581405,1.0,100.239,1617.59,20.0,-0.662442
106.838,26.8157894737,20.0,11.447104578837752,0.0396829,-1.42486,16459,104.242,1.39163,0.0,40.0,85,99.9058,0.16201,0.00208531,9.701269326731563,20.0,105.02617801,0.422009,0.000580829,107.081,460.0,6.83202699042,0.00116524,26.8157894737,85873,51.0,104.352,-0.137286,1.25234,58.173547411,0.059391,0.0,0.00946344,191,0.448499,0.0122036,20.0,0.0828098,-0.139287,86000,0.0895063,-0.393638,-0.988969,1.1883808393031359,929.2591197518632,0.991665,1.0,-0.138108,1.0,0.5574544128030539,-0.0020921,0.592522,1.0,99.9141,2082.69,20.0,-0.703185
104.823,8.43697478992,20.0,11.714707500301301,-0.00219183,-0.954434,16649,102.565,0.429761,0.0,60.0,86,101.014,0.0908368,0.0028442,9.926713100634515,8.0,105.789473684,0.0856889,0.000167059,105.145,380.0,0.496011918097,0.0616481,8.43697478992,86873,9.0,103.011,-0.130852,0.489006,59.9838390054,0.00535261,0.0,0.0695698,190,0.159141,0.00545035,20.0,0.0209615,-0.131562,87000,0.0396169,-0.4983,-0.993439,1.2245996566489339,940.9663486601785,0.996431,1.0,-0.131083,1.0,0.5633947430178523,0.058873,0.581491,1.0,101.375,1920.93,20.0,-0.690454
102.312,4.0,20.0,11.442890126258135,0.0574426,-1.7692,16825,101.091,0.350112,0.0,60.0,87,99.314,0.174348,0.0338104,9.673228255473077,4.0,113.409090909,0.130768,0.000190809,102.77,400.0,0.0,-0.320404,4.0,87873,4.0,101.83,-0.13567,0.520786,62.1743582713,0.0693643,0.0,-0.289962,176,0.0119744,0.00790563,20.0,0.0779095,-0.136164,88000,-0.0969507,-0.402167,-0.992968,1.217721045948565,952.4421280249953,0.968268,1.0,-0.135876,1.0,0.5519408248364925,-0.375638,0.566979,1.0,100.536,1794.07,20.0,-0.684507
103.907,10.6210526316,20.0,11.73239188361913,-0.505316,-1.61814,17012,102.388,0.474174,0.0,60.0,88,100.533,0.402753,0.0263865,9.92536120954901,10.0,106.417112299,0.0319754,0.00399292,104.488,440.0,0.583617527395,-0.0485324,10.6210526316,88873,12.0,103.086,-0.156291,0.593321,58.5885437708,-0.331002,0.0,-0.0226195,187,0.0547062,0.0548654,20.0,-0.279558,-0.172468,89000,-0.0644773,0.143284,-0.99317,1.2511941036209464,964.1622574590147,0.995522,1.0,-0.160052,1.0,0.5558365704491735,-0.130721,0.590603,1.0,101.401,1434.32,20.0,-0.592299
104.915,6.0,20.0,11.635030798614025,-0.382214,-1.12482,17211,102.319,0.917876,0.0,60.0,89,99.9973,0.202128,0.0247406,9.84141888935119,6.0,99.6984924623,0.0428224,0.0104064,105.369,360.0,0.0,-0.149631,6.0,89873,6.0,103.039,-0.0850492,0.930129,53.5935714638,-0.0819217,0.0,-0.127291,199,-0.024283,0.0900476,20.0,-0.00343142,-0.129794,90000,0.145708,0.211383,-0.98895,1.2396628484129906,975.8139395527542,0.990898,1.0,-0.120032,1.0,0.5539490608498454,-0.197422,0.584392,1.0,100.826,1665.29,20.0,-0.64107
106.246,10.5368421053,20.0,11.989498619921505,-0.272736,-3.09628,17377,104.454,0.563426,0.0,60.0,90,102.644,0.311237,0.00336453,10.189036145806313,10.0,121.204819277,0.161957,0.001778,106.633,460.0,0.498640811887,0.0323475,10.5368421053,90873,11.0,104.912,-0.132661,0.617992,75.3049637616,-0.173136,0.0,0.0376401,166,0.24254,0.0419142,20.0,-0.125686,-0.138148,91000,0.00219137,-0.101902,-0.994049,1.256873870268464,987.7809014003724,0.998752,1.0,-0.135975,1.0,0.5435886038467288,0.0279271,0.586979,1.0,103.285,1779.1,20.0,-0.672511
105.993,6.0,20.0,11.622708148323,0.0193586,-0.941031,17580,102.387,1.30276,0.0,60.0,91,98.8828,0.0944799,0.00164396,9.828523205593228,6.0,99.2118226601,0.203667,0.000594984,106.856,320.0,0.0,0.14001,6.0,91873,6.0,103.178,-0.138015,1.36279,49.5434273166,0.0367159,0.0,0.143039,203,-0.0424555,0.011325,20.0,0.0714245,-0.140189,92000,0.185331,-0.438794,-0.992659,1.2351884879171848,999.4084172602743,0.999422,1.0,-0.13944,1.0,0.5589964548125863,0.137061,0.568298,1.0,99.8263,1403.07,20.0,-0.681838
107.34,7.46666666667,20.0,11.892568962648511,0.0792408,-1.42188,17767,104.012,1.30944,0.0,40.0,92,100.926,0.188708,0.00397092,10.097000706009567,7.0,107.165775401,0.0886691,0.00124381,108.209,400.0,0.49888765157,0.0763579,7.46666666667,92873,8.0,104.516,-0.133675,1.19261,58.556516005,0.123936,0.0,0.0819273,187,0.137968,0.0221213,20.0,0.146204,-0.13725,93000,-0.0647326,-0.275267,-0.995399,1.2414935659617186,1011.2959372960031,0.996224,1.0,-0.13506,1.0,0.5540746906772256,0.0679014,0.591103,1.0,101.309,1476.77,20.0,-0.655422
107.619,6.0,20.0,11.62976439204067,0.0524372,-0.965105,17939,104.689,0.83128,0.0,60.0,93,102.461,0.121114,0.00927839,9.851337844505906,6.0,115.930232558,0.249871,0.000526536,108.537,460.0,0.0,-0.123727,6.0,93873,6.0,105.662,-0.137772,0.821971,66.5054274228,0.071939,0.0,-0.111896,172,-0.171979,0.00719586,20.0,0.0844446,-0.140399,94000,0.0197553,-0.407514,-0.99052,1.2364594796672463,1022.9213891159743,0.989903,1.0,-0.138988,1.0,0.5419670678675175,-0.135425,0.593312,1.0,103.608,1577.77,20.0,-0.674399
104.806,5.04522613065,20.0,11.485137877054513,-0.137992,-1.47651,18131,102.117,0.762943,0.0,60.0,94,99.1652,0.177038,0.00721792,9.713710331358016,5.0,104.166666667,0.05394,0.000926893,105.679,400.0,0.207799729931,0.175007,5.04522613065,94873,6.0,102.75,-0.122158,0.828393,51.3092475962,-0.116878,0.0,0.192769,192,0.0385306,0.0164148,20.0,-0.0832295,-0.12549,95000,0.0515963,-0.268321,-0.986247,1.2328544585034251,1034.4659651452675,0.991322,1.0,-0.123261,1.0,0.5385730871930718,0.168348,0.601688,1.0,100.291,1530.13,20.0,-0.689402
104.828,25.6,20.0,11.798469007015228,0.164645,-2.58692,18328,102.47,0.651531,0.0,60.0,95,99.9836,0.2894,0.0042443,9.961641859263182,17.0,101.218274112,0.206964,0.00189545,105.278,360.0,6.43739077577,0.00438319,25.6,95873,45.0,102.877,-0.136596,0.624657,52.9968687042,0.17751,0.0,0.036324,197,0.313209,0.0128735,20.0,0.219889,-0.144728,96000,-0.0938493,-0.198069,-0.992132,1.2929832320660353,1046.1705292593688,0.992336,1.0,-0.138648,1.0,0.5438439156860113,7.10487e-05,0.594867,1.0,100.333,1433.04,20.0,-0.722568
106.337,7.31386861314,20.0,11.964767767116427,0.00140874,-1.06193,18519,101.855,0.771059,0.0,40.0,96,100.275,0.0954027,0.027277,10.219959408044815,7.0,105.130890052,0.0179937,0.000914848,106.876,360.0,0.464063688329,-0.0640797,7.31386861314,96873,8.0,102.474,-0.130438,0.78688,58.5770056448,0.030843,0.0,-0.0270102,191,0.0561416,0.0237695,20.0,0.0745317,-0.133701,97000,-0.0449516,-0.422053,-0.996242,1.1997625064104795,1058.3994928468019,0.992288,1.0,-0.132595,1.0,0.5450458526611328,-0.0986866,0.589214,1.0,100.846,1355.76,20.0,-0.693755
106.687,4.0,20.0,11.898177221417427,-0.101606,-5.55731,18728,102.604,1.77369,0.0,60.0,97,98.245,0.457443,0.0227423,9.889076124876738,4.0,95.2153110048,0.277391,0.00103636,107.606,300.0,0.0,-0.359038,4.0,97873,4.0,103.256,-0.13126,1.75561,49.8425900683,-0.0579352,0.0,-0.340136,209,0.236773,0.0361789,20.0,-0.00469866,-0.134321,98000,0.0566702,-0.360424,-0.993992,1.4652370596304536,1070.1573687708005,0.998632,1.0,-0.133115,1.0,0.5438640369102359,-0.398411,0.621361,1.0,98.4957,1522.42,20.0,-0.699357
106.264,6.03614457831,20.0,11.646954111754894,-0.436389,-2.06458,18910,103.072,0.783368,0.0,60.0,98,99.4495,0.43274,0.00702463,9.783569522202015,6.0,110.43956044,0.797953,0.00358807,105.73,700.0,0.186649799817,-0.113972,6.03614457831,98873,7.0,102.929,-0.171288,0.920707,73.4908544495,-0.386785,0.0,-0.100179,182,0.597961,0.0249373,20.0,-0.345546,-0.181894,99000,-0.101604,0.157417,-0.994623,1.325191485695541,1081.8462986489758,0.991699,1.0,-0.176494,1.0,0.5381931038573384,-0.123855,0.583821,1.0,99.6569,1694.75,20.0,-0.617005
106.802,9.44339622642,20.0,11.961718942970037,-0.124097,-2.83655,19096,103.115,1.49643,0.0,60.0,99,98.2477,0.242756,0.00911249,10.05991403479129,9.0,107.741935484,0.11799,0.00113118,107.534,400.0,0.496785680969,-0.0396678,9.44339622642,99873,10.0,103.643,-0.130198,1.41561,59.2448724202,-0.100068,0.0,-0.01703,186,0.168999,0.0202269,20.0,-0.0463991,-0.134548,100000,-0.00649795,-0.324566,-0.986201,1.3677528584375978,1093.7095885835588,0.998782,1.0,-0.133201,1.0,0.534052049741149,-0.0485819,0.598713,1.0,98.6186,1685.08,20.0,-0.681713
