Policy mu Mean,Test Returns Mean,Exploration Actions Std,Test Rewards Max,Train Time (s),Number of train steps total,Test Rewards Std,Exploration Returns Mean,AverageReturn,Exploration Rewards Max,Exploration Rewards Mean,Policy log std Mean,Number of env steps total,Total Train Time (s),Log Pis Max,Policy mu Std,Exploration Actions Min,Epoch Time (s),Log Pis Min,Q Predictions Min,Number of rollouts total,VF Loss,Sample Time (s),V Predictions Mean,Exploration Returns Min,Policy mu Min,Exploration Actions Mean,Policy log std Min,Test Returns Min,Log Pis Mean,Test Returns Max,Q Predictions Max,Test Actions Std,Exploration Actions Max,Exploration Rewards Min,V Predictions Std,Exploration Returns Max,Q Predictions Mean,Policy Loss,QF Loss,Exploration Returns Std,Test Rewards Min,Test Rewards Mean,V Predictions Min,Log Pis Std,Test Actions Mean,Num Paths,Test Actions Max,Exploration Rewards Std,V Predictions Max,(Previous) Eval Time (s),Epoch,Test Returns Std,Policy mu Max,Policy log std Max,Policy log std Std,Test Actions Min,Q Predictions Std
0.0276822,10.2551020408,0.599199,1.0,16.3397813802585,72873,0.0,5.45901639344,10.2551020408,1.0,1.0,-0.13771,73000,1363.7153439158574,-0.483908,0.00113094,-0.998213,18.268023094162345,-0.8597,7.85911,12957,0.010535,0.6386507824063301,8.90353,3.0,0.0252718,0.0259346,-0.14009,9.0,-0.672058,11.0,8.49253,0.00114858,0.992856,1.0,0.107788,20.0,8.17922,-0.0277759,10.8548,2.81432967002,1.0,1.0,8.60748,0.0940178,-0.0370174,183,-0.0360044,0.0,9.19958,1.2895909314975142,72,0.458729934551,0.0320044,-0.136791,0.000505717,-0.0400842,0.113802
-0.0420968,8.9375,0.583246,1.0,19.637207291089,73873,0.0,5.60674157303,8.9375,1.0,1.0,-0.135795,74000,1385.244356425479,-0.450127,0.00693696,-0.997758,21.579197236336768,-1.04135,8.54675,13135,0.11711,0.6214287541806698,9.71078,3.0,-0.0648452,0.0250643,-0.141,8.0,-0.681779,10.0,8.96287,0.000274635,0.994083,1.0,0.0606332,20.0,8.70057,-0.215811,13.7542,3.12337320363,1.0,1.0,9.45935,0.108572,0.052594,178,0.0537282,0.0,9.94864,1.3205611910670996,73,0.276497545843,-0.0352672,-0.134344,0.00162477,0.0523672,0.0750368
0.0535439,12.156626506,0.601792,1.0,18.638725204393268,74873,0.0,5.60335195531,12.156626506,1.0,1.0,-0.13725,75000,1405.7186360927299,-0.440225,0.00114024,-0.98816,20.524581164121628,-1.29652,7.19251,13314,0.0211332,0.6146388882771134,8.71701,3.0,0.0521262,0.0471189,-0.140274,11.0,-0.685031,13.0,8.81852,0.000358423,0.995432,1.0,0.286187,31.0,8.10611,0.070686,12.2685,3.8670922115,1.0,1.0,7.86221,0.129923,0.0245527,179,0.0253631,0.0,9.44216,1.2712170714512467,74,0.70252432468,0.0585362,-0.136549,0.000757219,0.0240547,0.303278
0.0243258,12.8846153846,0.596271,1.0,17.09702848084271,75873,0.0,5.55,12.8846153846,1.0,1.0,-0.130517,76000,1424.6847488498315,-0.483482,0.0010365,-0.989346,18.923874407075346,-1.33485,7.99008,13494,0.054006,0.6057237396016717,8.88705,3.0,0.0220147,0.0136035,-0.135713,12.0,-0.691797,14.0,8.79413,0.00111579,0.995135,1.0,0.108425,25.0,8.39109,0.149715,11.1138,3.02448342697,1.0,1.0,8.61784,0.113496,-0.0198945,180,-0.0186062,0.0,9.19601,1.2211221866309643,75,0.831753927349,0.0271017,-0.129612,0.00111383,-0.0230154,0.159993
-0.0210566,11.3977272727,0.594304,1.0,16.968488831073046,76873,0.0,6.09756097561,11.3977272727,1.0,1.0,-0.142679,77000,1443.5235117478296,-0.503403,0.00507896,-0.991809,18.867194349877536,-0.847273,8.08792,13658,0.0205229,0.6344576505944133,9.10137,3.0,-0.0427434,-0.0368925,-0.150286,10.0,-0.676131,12.0,8.52358,9.9979e-05,0.994893,1.0,0.0485872,27.0,8.30644,-0.0737004,14.1764,3.45744074283,1.0,1.0,8.89786,0.0830818,-0.0278158,164,-0.0275564,0.0,9.32021,1.2642478682100773,76,0.533849074843,-0.0162224,-0.140524,0.0022418,-0.0279753,0.0539142
-0.0278168,9.16363636364,0.604641,1.0,16.427277530543506,77873,0.0,5.51933701657,9.16363636364,1.0,1.0,-0.132702,78000,1461.963407353498,-0.482872,0.00106515,-0.997087,18.291276964358985,-2.1112,7.97817,13839,0.0765582,0.6274064742028713,9.2256,2.0,-0.0327965,-0.00596824,-0.134333,9.0,-0.717054,10.0,8.58516,0.00065026,0.996245,1.0,0.118675,29.0,8.31677,-0.0967935,9.11911,3.29672725747,1.0,1.0,8.84145,0.198974,0.0493673,181,0.050444,0.0,9.52901,1.236592959612608,77,0.369945271807,-0.0256019,-0.13211,0.000399193,0.0478123,0.100314
0.0496178,13.36,0.58225,1.0,18.314840342849493,78873,0.0,5.58659217877,13.36,1.0,1.0,-0.133128,79000,1482.0950501579791,-0.44233,0.00243614,-0.992816,20.325748761184514,-1.3048,8.12879,14018,0.0394517,0.625330907292664,9.28733,3.0,0.0444528,0.0208952,-0.136265,12.0,-0.679981,15.0,8.72334,0.000238002,0.992507,1.0,0.0876057,21.0,8.44076,-0.103616,9.81558,3.13513858918,1.0,1.0,9.02988,0.117187,-0.016871,179,-0.0166282,0.0,9.50114,1.3855775110423565,78,0.826881692465,0.0536038,-0.131884,0.00101934,-0.0178594,0.121867
-0.0171446,13.8767123288,0.599983,1.0,17.69002742227167,79873,0.0,5.38709677419,13.8767123288,1.0,1.0,-0.136227,80000,1501.7301126355305,-0.505023,0.00139186,-0.99651,19.51948249991983,-1.42009,8.09221,14204,0.0333123,0.6372048994526267,9.17321,2.0,-0.0241822,-0.0309783,-0.140134,12.0,-0.70181,16.0,8.54056,0.000190831,0.97878,1.0,0.0640332,14.0,8.34458,-0.0718194,9.56374,2.36930305103,1.0,1.0,8.88758,0.12843,-0.0155409,186,-0.0153067,0.0,9.39278,1.1922501781955361,79,1.00608022066,-0.0138861,-0.135279,0.000820891,-0.0163117,0.0554029
-0.0143705,13.7123287671,0.586203,1.0,17.131692110560834,80873,0.0,5.46448087432,13.7123287671,1.0,1.0,-0.132973,81000,1520.7882323963568,-0.504013,0.0027488,-0.987417,19.059870701283216,-2.00895,8.48167,14387,0.0267374,0.6191964456811547,9.29502,3.0,-0.021293,0.00730489,-0.141666,12.0,-0.696896,15.0,8.86768,0.000200988,0.995238,1.0,0.0538726,30.0,8.66897,0.0717359,9.86757,3.27227058556,1.0,1.0,9.12852,0.146988,-0.0164233,183,-0.0158522,0.0,9.46268,1.3089821450412273,80,0.92868226064,-0.00623795,-0.127311,0.00345516,-0.0166773,0.0607973
-0.0142899,9.89215686275,0.586603,1.0,17.63567979168147,81873,0.0,5.69142857143,9.89215686275,1.0,1.0,-0.135431,82000,1540.388072868809,-0.507699,0.00291055,-0.993661,19.595407902263105,-1.00779,8.34303,14562,0.013615,0.6521635632961988,9.19476,3.0,-0.0164912,0.00611935,-0.137738,9.0,-0.680504,11.0,8.83111,0.000640412,0.990221,1.0,0.106506,18.0,8.58728,0.0579526,9.17338,3.06252663462,1.0,1.0,8.94862,0.0913542,0.0400193,175,0.0412484,0.0,9.43664,1.3075645472854376,81,0.503066337673,-0.00486529,-0.130645,0.00212403,0.0391123,0.107267
0.0419125,10.0099009901,0.592646,1.0,18.37065794505179,82873,0.0,5.6875,10.0099009901,1.0,1.0,-0.124772,83000,1560.703856702894,-0.436377,0.0021224,-0.991508,20.30982806161046,-0.914842,8.07138,14738,0.0181713,0.6265822742134333,9.13427,3.0,0.0388643,-0.0134425,-0.129032,9.0,-0.666236,11.0,8.87365,0.00229923,0.996743,1.0,0.155653,25.0,8.55277,0.0659095,11.3871,3.57692454555,1.0,1.0,8.66124,0.108573,-0.0367636,176,-0.0318655,0.0,9.46714,1.3125878423452377,82,0.433613632484,0.0482748,-0.122052,0.00147299,-0.0401318,0.150914
-0.0416676,18.1607142857,0.590865,1.0,18.241646512411535,83873,0.0,5.96428571429,18.1607142857,1.0,1.0,-0.112001,84000,1580.8824519990012,-0.418191,0.00858234,-0.994322,20.176507939584553,-0.818946,8.07962,14906,0.00827895,0.6158658899366856,9.05668,3.0,-0.0747556,-0.0422916,-0.116083,15.0,-0.686762,23.0,8.74853,0.00925434,0.986413,1.0,0.124334,29.0,8.40353,0.0296392,8.44142,3.2785247429,1.0,1.0,8.72449,0.112766,0.000267792,168,0.0204828,0.0,9.4067,1.318995537236333,83,1.94364151709,-0.0298197,-0.103322,0.0027552,-0.0127525,0.12845
-0.00782089,10.5368421053,0.602821,1.0,18.195463974028826,84873,0.0,5.37634408602,10.5368421053,1.0,1.0,-0.0958585,85000,1601.0689423102885,-0.439093,0.0165461,-0.993589,20.190079829655588,-1.24753,8.01257,15092,0.0281974,0.6721221394836903,8.92188,3.0,-0.0493736,0.0245115,-0.102909,10.0,-0.693377,12.0,8.74926,0.0342617,0.991917,1.0,0.084245,20.0,8.37966,0.106928,10.493,2.86961830475,1.0,1.0,8.6426,0.128784,0.0114657,186,0.0561442,0.0,9.14798,1.3224937161430717,84,0.5392104621,0.0236963,-0.0921003,0.00217496,-0.0495369,0.114795
0.0537043,31.90625,0.622358,1.0,18.082582562230527,85873,0.0,6.35897435897,31.90625,1.0,1.0,-0.078143,86000,1621.1261025825515,-0.230976,0.0413927,-0.997209,20.04085876327008,-1.92718,7.94818,15248,0.0340363,0.6393284220248461,9.18232,3.0,-0.0524359,0.0111056,-0.0836279,27.0,-0.69383,43.0,8.8506,0.464896,0.997633,1.0,0.116295,26.0,8.40189,-0.050175,10.7904,4.57690512099,1.0,1.0,8.89454,0.181082,-0.018108,156,0.528221,0.0,9.65155,1.3189477790147066,85,3.77789107009,0.141257,-0.0734606,0.00172726,-0.532359,0.173464
0.0777924,47.7727272727,0.538136,1.0,18.519899214617908,86873,0.0,35.7142857143,47.7727272727,1.0,1.0,-0.341429,87000,1641.720284060575,1.00084,0.675542,-0.984268,20.486877731978893,-2.44062,0.685639,15276,0.199122,0.6305392738431692,9.33367,12.0,-1.06797,0.000617607,-0.382189,36.0,-0.35599,82.0,11.0587,0.0204648,0.992881,1.0,2.19501,68.0,7.97952,-0.109442,5.0099,15.2780354544,1.0,1.0,3.35679,0.759118,-0.011704,28,0.0648717,0.0,11.5969,1.336439243517816,86,11.8280553162,1.04193,-0.288256,0.024282,-0.0633202,2.70637
-0.0383122,47.3181818182,0.354476,1.0,18.565475379116833,87873,0.0,41.5652173913,47.3181818182,1.0,1.0,-1.03524,88000,1662.1653426242992,2.14079,1.02082,-0.872007,20.613352933898568,-3.17377,-0.817928,15299,0.311335,0.6035427777096629,16.5371,28.0,-1.64847,-0.00691701,-1.58249,35.0,0.708369,75.0,20.3962,0.019983,0.884252,1.0,3.79749,63.0,12.4413,0.208228,14.0037,9.34752274533,1.0,1.0,4.19192,0.836433,-0.0122242,23,0.0720735,0.0,20.1247,1.444334777072072,87,10.6957356143,1.5402,-0.344436,0.406316,-0.0657923,5.8211
0.101618,52.5,0.210091,1.0,18.649265927262604,88873,0.0,49.85,52.5,1.0,1.0,-1.43342,89000,1682.8701092628762,2.66763,1.03492,-0.652613,20.496683102101088,-4.71886,-1.78301,15319,1.04305,0.5683386633172631,33.1219,32.0,-1.92053,-0.00839244,-2.14357,37.0,0.761769,80.0,39.0913,0.0203018,0.770733,1.0,6.5322,83.0,26.5762,-0.193061,22.9556,13.3051681688,1.0,1.0,8.16164,0.99856,-0.0114423,20,0.0719407,0.0,38.2629,1.2790785115212202,88,11.0113577728,1.94402,-0.459879,0.56381,-0.067638,10.5296
0.0308997,48.6666666667,0.120223,1.0,18.488699628040195,89873,0.0,54.6315789474,48.6666666667,1.0,1.0,-1.79526,90000,1703.2231076257303,3.47594,1.15206,-0.586322,20.550551069900393,-1.86142,-4.15995,15338,5.38589,0.5747214676812291,65.999,39.0,-2.29565,-0.00496709,-2.77804,37.0,1.38494,66.0,80.6073,0.0225118,0.505842,1.0,13.3208,79.0,50.0274,1.85402,135.566,10.6138465983,1.0,1.0,10.1645,0.925981,-0.013114,19,0.0833948,0.0,77.9726,1.4871299741789699,89,8.20762324702,2.39293,-0.522059,0.750402,-0.0697819,21.01
0.0198634,44.0869565217,0.0696939,1.0,18.429126576520503,90873,0.0,49.0,44.0869565217,1.0,1.0,-2.00539,91000,1723.5074697239324,4.19084,1.34236,-0.261758,20.29414706584066,-3.15938,-4.85319,15358,7.48888,0.5758416634052992,123.191,39.0,-2.6523,-0.0147851,-3.35867,36.0,1.67186,54.0,146.42,0.0224204,0.218523,1.0,22.9424,77.0,90.5111,0.160759,474.629,9.20869154658,1.0,1.0,51.9022,1.23622,-0.0181268,20,0.110329,0.0,146.772,1.2891788259148598,90,4.53884723421,2.72024,-0.439375,0.96638,-0.070978,42.9359
0.277754,41.08,0.0592141,1.0,18.617009305395186,91873,0.0,44.2173913043,41.08,1.0,1.0,-2.44327,92000,1744.0175636559725,4.54477,1.27805,-0.28623,20.511749447323382,-1.89351,1.72108,15381,57.1382,0.6076700445264578,230.433,36.0,-2.89927,-0.0185573,-3.73925,34.0,2.07797,57.0,261.16,0.0234058,0.151911,1.0,34.513,59.0,176.439,9.7454,995.005,7.0769467854,1.0,1.0,96.2481,1.22632,-0.020273,23,0.12731,0.0,267.987,1.2870700974017382,91,5.54919814027,2.78138,-0.699593,0.971609,-0.072075,67.0556
0.255387,40.28,0.040025,1.0,18.660935192368925,92873,0.0,42.0,40.28,1.0,1.0,-2.39441,93000,1764.6362501932308,5.59076,1.58032,-0.151717,20.528177853673697,-1.8883,-19.0486,15405,164.561,0.5870689237490296,368.564,36.0,-3.13112,-0.0196666,-3.93347,35.0,2.44975,48.0,466.027,0.024145,0.165718,1.0,69.6084,51.0,276.311,15.0027,2717.9,4.2328083664,1.0,1.0,111.995,1.27195,-0.0208178,24,0.128107,0.0,457.385,1.2801737375557423,92,3.48160882352,3.42614,-0.641344,1.16869,-0.0706833,130.884
-0.166642,40.88,0.031234,1.0,17.853629119694233,93873,0.0,40.36,40.88,1.0,1.0,-2.79646,94000,1784.3736273441464,6.44119,1.47044,-0.121834,19.798320406116545,-0.286719,-20.0121,15430,336.157,0.5732835652306676,601.116,35.0,-3.193,-0.0211198,-4.32996,36.0,2.71632,46.0,694.609,0.0241447,0.143607,1.0,97.9384,51.0,467.857,-4.78751,8978.2,3.62082863444,1.0,1.0,136.49,1.10257,-0.021192,25,0.122877,0.0,707.879,1.3714077211916447,93,2.47095123384,3.8238,-0.534194,1.29222,-0.0700188,184.991
-0.056694,45.9545454545,0.0283309,1.0,18.666773200966418,94873,0.0,41.5833333333,45.9545454545,1.0,1.0,-3.01214,95000,1804.9582620281726,6.15867,1.66672,-0.110316,20.538424701429904,0.505965,-28.7898,15454,529.794,0.5605771681293845,926.039,34.0,-3.94526,-0.0210237,-4.59912,38.0,3.2393,59.0,1053.32,0.02227,0.129327,1.0,142.891,48.0,709.8,9.03645,21752.4,3.39014093447,1.0,1.0,271.293,1.15474,-0.0189109,24,0.12284,0.0,1138.5,1.3110743323341012,94,6.47005179639,3.5112,-0.556067,1.34895,-0.0707973,278.755
0.0902614,35.9285714286,0.0296613,1.0,18.38467756099999,95873,0.0,41.4583333333,35.9285714286,1.0,1.0,-3.37619,96000,1825.2726705353707,6.94687,1.65097,-0.0989456,20.317542348988354,-2.53879,-62.5295,15478,823.474,0.5742207476869226,1377.89,35.0,-3.88514,-0.0213499,-4.82931,33.0,3.45445,41.0,1711.55,0.0325932,0.134682,1.0,280.862,49.0,1046.57,-19.3847,38324.0,3.62835094162,1.0,1.0,322.611,1.33903,-0.0252986,24,0.190206,0.0,1726.72,1.3586440403014421,95,2.08615455236,4.00397,-0.74301,1.34868,-0.0726956,460.702
-0.0924961,54.5263157895,0.0270164,1.0,18.639916666783392,96873,0.0,43.652173913,54.5263157895,1.0,1.0,-3.34069,97000,1845.812434244901,8.71632,1.88853,-0.0927485,20.592218236997724,-1.27697,-206.963,15501,2181.68,0.5927626928314567,2046.14,37.0,-4.93791,-0.0209657,-4.79662,41.0,3.74079,94.0,3007.16,0.022299,0.206911,1.0,444.626,55.0,1703.11,-60.9631,132716.0,4.43904313673,1.0,1.0,233.389,1.48644,-0.0154169,23,0.091154,0.0,3179.15,1.3595388773828745,96,11.1797204609,4.03431,-0.802892,1.38596,-0.0726778,619.755
-0.158515,52.4,0.0239557,1.0,18.47281609289348,97873,0.0,50.5789473684,52.4,1.0,1.0,-3.49432,98000,1866.1702289134264,10.5042,1.97214,-0.0963079,20.35944818891585,0.872174,-33.1405,15520,2348.76,0.5815629456192255,2898.89,41.0,-4.02229,-0.0185624,-5.1336,45.0,4.04951,87.0,3657.7,0.0217855,0.117096,1.0,527.404,62.0,2244.47,-46.5686,205033.0,5.59431844749,1.0,1.0,835.779,1.54424,-0.0160199,19,0.0796775,0.0,3708.44,1.305069150403142,97,9.45727233403,5.74113,-0.79736,1.51763,-0.0739842,962.219
0.0584518,69.4,0.0248356,1.0,18.60972158703953,98873,0.0,60.4705882353,69.4,1.0,1.0,-3.74597,99000,1886.7036679685116,10.9594,2.15275,-0.0891519,20.49708006065339,1.28367,-69.9158,15537,5506.8,0.5831465907394886,4021.1,43.0,-4.88398,-0.0102891,-5.3185,50.0,4.38743,91.0,4941.65,0.0232579,0.0834222,1.0,810.967,95.0,3274.66,-25.8948,380264.0,14.3490833774,1.0,1.0,775.478,1.70957,-0.00274434,17,0.075932,0.0,5085.12,1.3042118828743696,98,11.614932917,6.01835,-1.20791,1.47542,-0.0724997,1265.92
-0.277231,65.125,0.0253536,1.0,18.714514556340873,99873,0.0,63.125,65.125,1.0,1.0,-3.99405,100000,1907.303903943859,9.61005,2.0051,-0.0873149,20.645566475577652,-0.595849,-172.043,15553,6381.45,0.589378789998591,5487.07,51.0,-5.20238,-0.00350628,-5.47307,50.0,4.41217,107.0,7407.09,0.0235337,0.0910351,1.0,1054.99,93.0,4445.83,126.429,569266.0,10.7637992828,1.0,1.0,1654.52,1.56525,0.0018228,16,0.0758672,0.0,8384.84,1.3416731292381883,99,15.1363593707,4.11944,-1.15711,1.49008,-0.0727578,1636.28
